M,Grupo,Equipo A,Marcador 8.3B-Scoreline Lite,Equipo B,Prob. A-E-B,Prob. mercado A-E-B,Prob. A-E-B 8.3B-Odds,Favorito 8.3B-Odds,Confianza 8.3B-Odds,Estado marcador 8.3B-Scoreline Lite,Nota scoreline lite,tm_signal_a,market_a,age_a,tm_signal_b,market_b,age_b,p83_a,p83_d,p83_b,tm_edge,p84_a_raw,p84_b_raw,p84_d_raw,p84_a,p84_d,p84_b,Prob. A-E-B 8.4A-TM,out_score_lite,out84,Marcador 8.4A-TM,Cambio marcador 8.4A,Nota 8.4A-TM,game_id,sofa_odds_home,sofa_odds_draw,sofa_odds_away,p_sofa_home_no_vig,p_sofa_draw_no_vig,p_sofa_away_no_vig,p_consensus_home,p_consensus_draw,p_consensus_away,max_abs_delta_sofa_theodds,MarketConsensusFlag,p84a_a,p84a_d,p84a_b,p84b_a,p84b_d,p84b_b,Prob. A-E-B 8.4B-Consensus,Confianza 8.4B-Consensus,Marcador 8.4B-Consensus,Nota 8.4B-Consensus
38,H,España,3-0,Arabia Saudita,81-17-2,86-10-4,84-13-3,España,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,1.4173890173846042,1220.0,26.8,-0.9091197550658686,40.68,28.5,0.84,0.13,0.03,2.326508772450473,0.9112613137404056,0.0276539776461736,0.13,0.8525103168449694,0.121618617534572,0.0258710656204584,85-12-3,A,A,3-0,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.85,0.12,0.03,0.85,0.12,0.03,85-12-3,Alta,3-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
39,G,Bélgica,1-0,Irán,61-25-14,67-20-12,65-22-13,Bélgica,Media-Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,0.8886919288529057,547.5,27.6,-1.3812432631256832,32.05,30.4,0.65,0.22,0.13,2.269935191978589,0.7037478290437031,0.1200714183585104,0.22,0.6742046870616181,0.2107644599843517,0.1150308529540301,67-21-12,A,A,1-0,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.67,0.21,0.12,0.67,0.21,0.12,67-21-12,Media-Alta,1-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
40,G,Nueva Zelanda,0-1,Egipto,17-24-59,19-25-55,18-25-57,Egipto,Media-Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-1.1082879609776777,34.35,28.1,-0.5300615854758502,116.48,29.1,0.18,0.25,0.57,-0.5782263755018274,0.1763937880378424,0.5816531360956362,0.25,0.1749856914542657,0.2480043279879069,0.5770099805578274,17-25-58,B,B,0-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.17,0.25,0.58,0.17,0.25,0.58,17-25-58,Media-Alta,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
41,I,Noruega,1-0,Senegal,29-29-42,45-27-28,39-28-33,Noruega,Baja,Actualizado por odds + ancla de empates,Cambio prudente: el empate modal se ajusta por mercado y ancla histórica; pendiente validar con xG/O-U.,0.6494104823508045,589.9,26.8,0.566220747858793,478.1,27.1,0.39,0.28,0.33,0.0831897344920115,0.3911371946235,0.3290405560225071,0.28,0.3910676820903759,0.2799502386642276,0.3289820792453964,39-28-33,A,A,1-0,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.39,0.28,0.33,0.39,0.28,0.33,39-28-33,Baja,1-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
42,I,Francia,2-0,Irak,79-17-4,84-11-4,82-14-4,Francia,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,1.5672590980786936,1520.0,27.0,-1.333146724447664,21.2,26.9,0.82,0.14,0.04,2.9004058225263574,0.9076134245388848,0.0361387338631137,0.14,0.8374732336193621,0.1291808269211949,0.0333459394594429,84-13-3,A,A,2-0,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.84,0.13,0.03,0.84,0.13,0.03,84-13-3,Alta,2-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
43,J,Argentina,2-0,Austria,65-24-11,57-25-18,60-25-15,Argentina,Media,Conservado,Marcador conservado; probabilidades sí recalibradas.,0.9606785935154084,782.5,29.1,0.1468502657106935,242.2,28.6,0.6,0.25,0.15,0.8138283278047149,0.6173361237797069,0.1457876779491945,0.25,0.6093392759366816,0.2467615503390341,0.1438991737242842,61-25-14,A,A,2-0,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.61,0.25,0.14,0.61,0.25,0.14,61-25-14,Media,2-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
44,J,Jordania,0-1,Argelia,13-23-64,16-24-60,15-24-62,Argelia,Media-Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-1.646110608553632,20.0,28.8,0.2098643082985416,256.9,26.9,0.1485148514851485,0.2376237623762376,0.6138613861386139,-1.8559749168521733,0.1391741241861282,0.6550609398692409,0.2376237623762376,0.134877098127292,0.2302870860716407,0.6348358158010671,13-23-63,B,B,0-1,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.1313131313131313,0.2323232323232323,0.6363636363636364,0.1313131313131313,0.2323232323232323,0.6363636363636364,13-23-64,Media-Alta,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
45,L,Inglaterra,2-0,Ghana,76-19-5,72-18-10,74-18-8,Inglaterra,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,1.5285841450722164,1360.0,27.2,0.1347692742182886,234.6,26.8,0.74,0.18,0.08,1.3938148708539275,0.7769948378703716,0.0761909823780277,0.18,0.7520378451221541,0.1742184188675027,0.073743736010343,75-17-7,A,A,2-0,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.7575757575757576,0.1717171717171717,0.0707070707070707,0.7575757575757576,0.1717171717171717,0.0707070707070707,76-17-7,Alta,2-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
46,L,Panamá,0-1,Croacia,14-24-62,14-23-63,14-23-63,Croacia,Media-Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-1.5820426783355932,34.55,30.4,0.4089996098690729,387.3,28.3,0.14,0.23,0.63,-1.991042288204666,0.130576066567042,0.6754683482115401,0.23,0.1260332710687389,0.2219982046321386,0.6519685242991224,13-22-65,B,B,0-1,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.13,0.22,0.65,0.13,0.22,0.65,13-22-65,Media-Alta,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
47,K,Portugal,2-0,Uzbekistán,78-18-4,76-15-9,77-16-7,Portugal,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,1.1092670293180964,1010.0,28.0,-0.8437268146287958,85.33,28.5,0.77,0.16,0.07,1.952993843946892,0.8244737461829335,0.0653750349838801,0.16,0.7853261926604365,0.1524029011322699,0.0622709062072936,79-15-6,A,A,2-0,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.79,0.15,0.06,0.79,0.15,0.06,79-15-6,Alta,2-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
48,K,Colombia,2-0,RD Congo,68-21-11,64-23-13,66-22-12,Colombia,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-0.0490845262988991,302.35,30.1,-0.632174200837229,143.9,29.1,0.66,0.22,0.12,0.5830896745383298,0.6736077536529504,0.1175758437614491,0.22,0.6661577139654641,0.2175668202713541,0.1162754657631819,67-22-12,A,A,2-0,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.6633663366336634,0.2178217821782178,0.1188118811881188,0.6633663366336634,0.2178217821782178,0.1188118811881188,66-22-12,Alta,2-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
49,C,Escocia,0-3,Brasil,7-17-76,15-20-64,12-19-69,Brasil,Baja,"Conservado, pero bajo revisión",No se cambia por prudencia; requiere xG/O-U y lineups.,-0.1551026621541422,170.25,29.2,1.071654183529238,923.2,29.2,0.12,0.19,0.69,-1.2267568456833804,0.1149566675202668,0.7202714012686767,0.19,0.1121278972161385,0.185324617794008,0.7025474849898533,11-19-70,B,B,0-3,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.11,0.19,0.7,0.11,0.19,0.7,11-19-70,Baja,0-3,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
50,C,Marruecos,2-0,Haití,82-15-3,71-19-10,75-17-7,Marruecos,Baja,"Conservado, pero bajo revisión",No se cambia por prudencia; requiere xG/O-U y lineups.,0.6330444802720919,498.3,26.4,-0.8475747275240388,55.9,27.6,0.7575757575757576,0.1717171717171717,0.0707070707070707,1.4806192077961309,0.7978696311814177,0.0671362344968009,0.1717171717171717,0.7696073130447109,0.1656345673079524,0.0647581196473366,77-17-6,A,A,2-0,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.77,0.17,0.06,0.77,0.17,0.06,77-17-6,Baja,2-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
51,B,Suiza,1-0,Canadá,34-30-36,45-28-26,41-29-30,Suiza,Baja,Actualizado por odds + ancla de empates,Cambio prudente: el empate modal se ajusta por mercado y ancla histórica; pendiente validar con xG/O-U.,0.4543805951106301,332.5,28.3,-0.0111583591303389,196.65,27.1,0.41,0.29,0.3,0.4655389542409691,0.4167352062484869,0.2951514490634581,0.29,0.4159504511203747,0.2894539002615084,0.2945956486181168,42-29-29,A,A,1-0,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.42,0.29,0.29,0.42,0.29,0.29,42-29-29,Baja,1-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
52,B,Bosnia y Herzegovina,1-0,Qatar,48-27-25,61-24-16,56-25-19,Bosnia y Herzegovina,Baja,Actualizado por odds + ancla de empates,Cambio prudente: el empate modal se ajusta por mercado y ancla histórica; pendiente validar con xG/O-U.,-0.3426050075861381,151.6,26.4,-1.6540070125401325,19.93,29.5,0.56,0.25,0.19,1.3114020049539945,0.58630249174067,0.181476288262241,0.25,0.5760608329238236,0.2456329458934926,0.1783062211826837,58-25-18,A,A,1-0,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.5742574257425742,0.2475247524752475,0.1782178217821782,0.5742574257425742,0.2475247524752475,0.1782178217821782,57-25-18,Baja,1-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
53,A,Chequia,0-2,México,12-22-66,22-27-51,18-25-57,México,Baja,"Conservado, pero bajo revisión",No se cambia por prudencia; requiere xG/O-U y lineups.,-0.1579478437937918,188.18,27.6,0.2609602124190925,191.85,27.9,0.18,0.25,0.57,-0.4189080562128843,0.1773801321436177,0.5784187820816865,0.25,0.1763574504156639,0.2485586298256817,0.5750839197586542,18-25-58,B,B,0-2,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.1782178217821782,0.2475247524752475,0.5742574257425742,0.1782178217821782,0.2475247524752475,0.5742574257425742,18-25-57,Baja,0-2,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
54,A,Sudáfrica,1-1,Corea del Sur,25-29-46,25-28-47,25-29-47,Corea del Sur,Media,Conservado,Empate conservado: probabilidad de empate sigue alta y compatible con ancla histórica.,-0.7913899443619227,49.25,26.8,-0.0487839536698092,139.05,28.1,0.2475247524752475,0.2871287128712871,0.4653465346534653,-0.7426059906921134,0.2411741718735756,0.4776000054669763,0.2871287128712871,0.2397589014012925,0.2854437696374636,0.4747973289612436,24-29-47,D,B,0-1,True,Ajuste TM proxy: talento/profundidad refuerza el resultado modal; pendiente xG/O-U.,,,,,,,,,,,,,0.24,0.29,0.47,0.24,0.29,0.47,24-29-47,Media,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
55,E,Curazao,0-2,Costa de Marfil,6-19-75,8-16-76,7-17-75,Costa de Marfil,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-1.4087883638824117,25.78,28.0,0.4447012581836878,522.1,25.9,0.0707070707070707,0.1717171717171717,0.7575757575757576,-1.8534896220660992,0.0662657678036113,0.8083504414469715,0.1717171717171717,0.0633314094809076,0.1641132499838152,0.7725553405352772,6-16-77,B,B,0-2,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.0606060606060606,0.1616161616161616,0.7777777777777778,0.0606060606060606,0.1616161616161616,0.7777777777777778,6-16-78,Alta,0-2,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
56,E,Ecuador,1-1,Alemania,30-30-40,19-25-56,24-27-50,Alemania,Baja,"Conservado, pero bajo revisión",No se cambia por prudencia; requiere xG/O-U y lineups.,0.3090945759259152,368.7,26.1,1.225863698055178,947.0,28.1,0.2376237623762376,0.2673267326732673,0.495049504950495,-0.9167691221292628,0.2301201751718304,0.5111917103356636,0.2673267326732673,0.2281492806480961,0.265037177691484,0.5068135416604198,23-27-51,D,B,0-1,True,Ajuste TM proxy: talento/profundidad refuerza el resultado modal; pendiente xG/O-U.,,,,,,,,,,,,,0.2277227722772277,0.2673267326732673,0.504950495049505,0.2277227722772277,0.2673267326732673,0.504950495049505,23-27-50,Baja,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
57,F,Japón,1-1,Suecia,42-29-29,45-28-27,44-28-28,Japón,Media,Conservado,Empate conservado: probabilidad de empate sigue alta y compatible con ancla histórica.,0.296824086132251,270.85,27.8,0.6760462512353018,406.08,27.6,0.44,0.28,0.28,-0.3792221651030508,0.4341985644023579,0.2837411500187147,0.28,0.4350949843240242,0.2805780709533484,0.2843269447226272,44-28-28,D,A,1-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.44,0.28,0.28,0.44,0.28,0.28,44-28-28,Media,1-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
58,F,Túnez,0-1,Países Bajos,10-23-67,15-23-62,13-23-64,Países Bajos,Media-Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-0.4993323162124505,69.95,26.7,1.0416232686161244,804.2,27.8,0.13,0.23,0.64,-1.540955584828575,0.1231743713849577,0.6754651886143946,0.23,0.1197449292977176,0.2235963003407576,0.6566587703615249,12-22-66,B,B,0-1,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.12,0.22,0.66,0.12,0.22,0.66,12-22-66,Media-Alta,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
59,D,Türkiye,1-1,Estados Unidos,41-28-31,35-28-37,37-28-35,Türkiye,Baja,"Conservado, pero bajo revisión",Empate conservado: probabilidad de empate sigue alta y compatible con ancla histórica.,0.4478968347547193,473.7,27.7,0.6414344636089065,385.65,26.9,0.37,0.28,0.35,-0.1935376288541872,0.3675021572223211,0.3523788839194724,0.28,0.3675458800605516,0.280033312443108,0.3524208074963403,37-28-35,D,A,1-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.37,0.28,0.35,0.37,0.28,0.35,37-28-35,Baja,1-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
60,D,Paraguay,1-1,Australia,35-29-36,43-29-27,40-29-31,Paraguay,Baja,"Conservado, pero bajo revisión",Empate conservado: probabilidad de empate sigue alta y compatible con ancla histórica.,-0.1626171878642138,153.65,29.0,-0.3989535796396222,77.45,27.4,0.4,0.29,0.31,0.2363363917754083,0.4033224317426333,0.3074463264149078,0.29,0.403012612509175,0.2897772313894996,0.3072101561013254,40-29-31,D,A,1-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.4,0.29,0.31,0.4,0.29,0.31,40-29-31,Baja,1-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
61,I,Noruega,0-1,Francia,13-22-65,22-26-52,18-25-57,Francia,Baja,"Conservado, pero bajo revisión",No se cambia por prudencia; requiere xG/O-U y lineups.,0.6494104823508045,589.9,26.8,1.5672590980786936,1520.0,27.0,0.18,0.25,0.57,-0.9178486157278892,0.174309446760628,0.5886083738243764,0.25,0.172086464684723,0.2468117303490761,0.5811018049662007,17-25-58,B,B,0-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.17,0.25,0.58,0.17,0.25,0.58,17-25-58,Baja,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
62,I,Senegal,2-0,Irak,79-16-5,65-22-13,71-19-10,Senegal,Baja,"Conservado, pero bajo revisión",No se cambia por prudencia; requiere xG/O-U y lineups.,0.566220747858793,478.1,27.1,-1.333146724447664,21.2,26.9,0.71,0.19,0.1,1.8993674723064569,0.7588034855597725,0.0935683630230335,0.19,0.7279585366694534,0.1822766033621507,0.0897648599683959,73-18-9,A,A,2-0,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.73,0.18,0.09,0.7300000000000001,0.18,0.09,73-18-9,Baja,2-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
63,G,Egipto,1-1,Irán,39-29-32,41-31-28,40-30-29,Egipto,Media,Conservado,Empate conservado: probabilidad de empate sigue alta y compatible con ancla histórica.,-0.5300615854758502,116.48,29.1,-1.3812432631256832,32.05,30.4,0.4040404040404041,0.303030303030303,0.2929292929292929,0.851181677649833,0.4162584084950061,0.2843312410152582,0.303030303030303,0.414757007810863,0.3019373043184434,0.2833056878706935,41-30-28,D,A,1-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.4141414141414141,0.303030303030303,0.2828282828282829,0.4141414141414141,0.303030303030303,0.2828282828282829,41-30-28,Media,1-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
64,G,Nueva Zelanda,0-2,Bélgica,4-18-78,10-17-72,8-18-75,Bélgica,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-1.1082879609776777,34.35,28.1,0.8886919288529057,547.5,27.6,0.0792079207920792,0.1782178217821782,0.7425742574257426,-1.9969798898305835,0.0738607827910575,0.7963327863827683,0.1782178217821782,0.0704501910492472,0.1699884447265195,0.7595613642242331,7-17-76,B,B,0-2,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.07,0.17,0.76,0.07,0.17,0.76,7-17-76,Alta,0-2,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
65,H,Cabo Verde,1-1,Arabia Saudita,35-29-36,36-29-35,36-29-35,Cabo Verde,Baja,"Conservado, pero bajo revisión",Empate conservado: probabilidad de empate sigue alta y compatible con ancla histórica.,-1.281738271333897,54.5,29.7,-0.9091197550658686,40.68,28.5,0.36,0.29,0.35,-0.3726185162680283,0.3553354892620132,0.3545944714435532,0.29,0.3553603784521896,0.2900203128180811,0.3546193087297292,36-29-35,D,A,1-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.36,0.29,0.35,0.36,0.29,0.35,36-29-35,Baja,1-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
66,H,Uruguay,0-1,España,18-26-56,18-24-58,18-25-57,España,Media-Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,0.475488939068544,359.3,28.8,1.4173890173846042,1220.0,26.8,0.18,0.25,0.57,-0.9419000783160602,0.174162774603874,0.5891040736653365,0.25,0.1718824364000128,0.2467267141198116,0.5813908494801756,17-25-58,B,B,0-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.17,0.25,0.58,0.17,0.25,0.58,17-25-58,Media-Alta,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
67,L,Panamá,0-2,Inglaterra,5-19-76,12-16-72,9-17-74,Inglaterra,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-1.5820426783355932,34.55,30.4,1.5285841450722164,1360.0,27.2,0.09,0.17,0.74,-3.1106268234078094,0.0807160735086882,0.8251144673536578,0.17,0.0750267541614771,0.1580174512091228,0.7669557946294,8-16-77,B,B,0-2,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.0792079207920792,0.1584158415841584,0.7623762376237624,0.0792079207920792,0.1584158415841584,0.7623762376237624,8-16-76,Alta,0-2,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
68,L,Croacia,1-1,Ghana,50-29-21,57-26-18,54-27-19,Croacia,Media-Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,0.4089996098690729,387.3,28.3,0.1347692742182886,234.6,26.8,0.54,0.27,0.19,0.2742303356507843,0.5452079062662504,0.1881850920002903,0.27,0.5433642722324654,0.2690869883150982,0.1875487394524363,54-27-19,D,A,1-0,True,Ajuste TM proxy: talento/profundidad refuerza el resultado modal; pendiente xG/O-U.,,,,,,,,,,,,,0.54,0.27,0.19,0.54,0.27,0.19,54-27-19,Media-Alta,1-0,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
69,J,Argelia,0-1,Austria,42-30-28,28-30-42,34-30-36,Austria,Baja,Actualizado por odds + ancla de empates,Cambio prudente: el empate modal se ajusta por mercado y ancla histórica; pendiente validar con xG/O-U.,0.2098643082985416,256.9,26.9,0.1468502657106935,242.2,28.6,0.34,0.3,0.36,0.0630140425878481,0.3407506946278086,0.3592068979747604,0.3,0.3407651455907683,0.3000127227587684,0.3592221316504633,34-30-36,B,B,0-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.34,0.3,0.36,0.34,0.3,0.36,34-30-36,Baja,0-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
70,J,Jordania,0-3,Argentina,2-16-82,8-14-78,5-15-80,Argentina,Alta,Conservado,Marcador conservado; probabilidades sí recalibradas.,-1.646110608553632,20.0,28.8,0.9606785935154084,782.5,29.1,0.05,0.15,0.8,-2.6067892020690406,0.0456400391756518,0.8764234370188551,0.15,0.0425721425914628,0.1399170882422498,0.8175107691662873,4-14-82,B,B,0-3,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.04,0.14,0.82,0.04,0.14,0.82,4-14-82,Alta,0-3,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
71,K,Colombia,1-1,Portugal,28-29-43,28-29-44,28-29-43,Portugal,Media,Conservado,Empate conservado: probabilidad de empate sigue alta y compatible con ancla histórica.,-0.0490845262988991,302.35,30.1,1.1092670293180964,1010.0,28.0,0.28,0.29,0.43,-1.1583515556169954,0.2688751912064268,0.4477914063390247,0.29,0.2670945791407239,0.2880794899792097,0.4448259308800665,27-29-44,D,B,1-1,False,"TM muestra brecha de talento relevante, pero no suficiente para cambiar marcador sin xG/O-U.",,,,,,,,,,,,,0.27,0.29,0.44,0.27,0.29,0.44,27-29-44,Media,1-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
72,K,RD Congo,1-1,Uzbekistán,40-28-32,41-29-30,40-29-31,RD Congo,Media,Conservado,Empate conservado: probabilidad de empate sigue alta y compatible con ancla histórica.,-0.632174200837229,143.9,29.1,-0.8437268146287958,85.33,28.5,0.4,0.29,0.31,0.2115526137915668,0.4029727285603188,0.307713130967966,0.29,0.4026965353045729,0.2898012370602534,0.3075022276351736,40-29-31,D,A,1-1,False,Marcador conservado; TM no altera suficiente la señal odds-modelo.,,,,,,,,,,,,,0.4,0.29,0.31,0.4,0.29,0.31,40-29-31,Media,1-1,Sin cobertura SofaScore odds en esta muestra; se conserva v8.4A.
